comment	label
உன் explanation unstructuredஆ இருக்கு. proper outline இருந்தா clarity வரும்.	toxic
உன் explanation முழுக்க confusion தான். point clear பண்ணாம சுற்றி சுற்றி பேசுற. கொஞ்சம் clarity maintain பண்ணு.	toxic
நீ பேசுற style ரொம்ப irritatingஆ இருக்கு. content strong இல்லாததால் அது இன்னும் noticeable ஆகுது. seriousஆ எடுத்துக்கொள்.	toxic
உன் analysis பாதி knowledge உடன் இருக்கு. verify பண்ணாம பேசுறது irresponsible. அது audienceக்கு misleading.	toxic
நீ unnecessary overconfidence காட்டுற. actual content பார்த்தா depth இல்ல. humility கொஞ்சம் இருந்தா நல்லா இருக்கும்.	toxic
உன் presentation carelessஆ இருக்கு. small details ignore பண்ணுறது quality குறைக்குது. professional feel வரவே இல்ல.	toxic
நீ feedback வந்ததும் defensiveஆ react பண்ணுற. constructiveஆ எடுத்துக்கொள்ள தெரியாதது frustrating. improvement mindset தேவை.	toxic
உன்னை பார்த்தாலே கோபம் வருகிறது. ஒருநாள் கண்டிப்பாக உன்னை காயப்படுத்தி தான் மனசு குளிரும். இதை லைட்டா எடுத்துக்காதே.	severe_toxic
நீ இந்த உலகத்துக்கு ஒரு சுமை. உன்ன மாதிரி ஆளை ஒழிக்கணும் தான் பலருக்கும் நிம்மதி வரும். நீ இருந்தா நல்லதெல்லாம் கெடுது.	severe_toxic
உன் existence itself ஒரு தவறு. யாராவது உன்னை அடித்து கீழே தள்ளினா தான் நீதியாயிருக்கும். இதை மறந்துடாதே.	severe_toxic
நீ மனித சமுதாயத்துக்கு ஆபத்து. உன்னை தகர்க்க யாராவது முன் வரணும். இல்லனா இப்படி தான் பிரச்சனை.	severe_toxic
உன்னை பார்த்தாலே வெறுப்பு வருகிறது. ஒருநாள் நேரில் சந்திச்சா அடிச்சு ஒழிப்பேன். இது ஜோக் இல்லை.	severe_toxic
நீ உயிரோட இருப்பதே societyக்கு கேடு. நீ இல்லாம போனால் தான் அமைதி வரும். அதுதான் உண்மை.	severe_toxic
உன்னை யாராவது கடுமையாக தண்டிக்கணும். இல்லனா நீ இன்னும் கெடுப்பே. இதை seriousஆ சொல்றேன்.	severe_toxic
நீ மனிதன் என்ற பெயருக்கு தகுதியில்லை. உன்ன மாதிரி ஆளை ஒழிக்கணும் தான் நியாயம் நடக்கும்.	severe_toxic
உன்னை பார்த்தாலே அடிக்கணும் போல இருக்கு. கையில் பட்டா விடமாட்டேன். நீ deserve பண்ணுறது அதுதான்.	severe_toxic
நீ இந்த உலகத்துக்கு தேவையில்லாதவன். உன் உயிர் போனால் தான் பலருக்கு நிம்மதி கிடைக்கும்.	severe_toxic
உன்ன மாதிரி ஆளை நசுக்கணும். இல்லனா நீ இன்னும் damage பண்ணுவே. இதை லைட்டா எடுத்துக்காதே.	severe_toxic
நீ வாழ தகுதி இல்லாதவன். உன் வாழ்க்கை முடிஞ்சா தான் நல்லது நடக்கும்.	severe_toxic
உன்னை காயப்படுத்தி தான் எனக்கு சமாதானம் வரும். ஒருநாள் அது நடக்கும். தயாரா இரு.	severe_toxic
நீ மனித குலத்துக்கு கெடுதல். உன்னை ஒழிக்க யாராவது முன் வரணும். இல்லனா இப்படி தான் தொடரும்.	severe_toxic
உன்னை பார்த்தாலே வெறுப்பு அதிகமாகுது. ஒருநாள் கட்டுப்பாடு போனால் உன்ன பாதிப்பேன்.	severe_toxic
நீ societyக்கு ஒரு சாபம். உன்னை இல்லாம பண்ணினா தான் முன்னேற்றம் வரும்.	severe_toxic
உன்ன மாதிரி மனிதன் இருக்க கூடாது. உன் presence itself ஒரு பிரச்சனை.	severe_toxic
உன்னை அடித்து தான் lesson கற்றுக்கொடுப்பேன். பேசிக்கிட்டு இருக்க முடியாது.	severe_toxic
நீ உயிரோட இருக்க வேண்டியவன் இல்லை. உன் வாழ்க்கை முடிஞ்சா தான் balance வரும்.	severe_toxic
உன்னை பார்த்தாலே கோபம் கட்டுப்படுத்த முடியல. ஒருநாள் அது வெடிக்கும்.	severe_toxic
நீ உலகத்துக்கு ஒரு சுமை. உன்னை தகர்த்தா தான் நல்லது நடக்கும்.	severe_toxic
உன் existence itself harmful. யாராவது உன்னை கடுமையாக தண்டிக்கணும்.	severe_toxic
நீ மனிதன் இல்ல. உன்ன மாதிரி ஆளை ஒழிக்கணும் தான் பலருக்கும் பாதுகாப்பு.	severe_toxic
உன்னை அடிக்காம இருந்தா இந்த கோபம் குறையாது. ஒருநாள் face பண்ணுவே.	severe_toxic
நீ இல்லாமல் போனால் தான் சமாதானம் வரும். இதை உண்மைன்னு ஏற்று கொள்.	severe_toxic
உன்ன மாதிரி ஆளை காயப்படுத்தி தான் warning கொடுக்க முடியும். பேசினா புரியாது.	severe_toxic
நீ உயிரோட இருப்பதே தவறு போல இருக்கு. உன் presence ஒரு threat.	severe_toxic
உன்னை பார்த்தாலே violence தான் நினைவுக்கு வருகிறது. ஒருநாள் அது action ஆகும்.	severe_toxic
நீ societyக்கு தேவையில்லாதவன். உன்னை இல்லாம பண்ணினா தான் peace.	severe_toxic
உன் வாழ்க்கை முடிஞ்சா தான் justice நடக்கும். அது நியாயம் தான்.	severe_toxic
உன்னை நசுக்கணும் போல இருக்கு. இல்லனா நீ இன்னும் damage பண்ணுவே.	severe_toxic
நீ மனித சமுதாயத்துக்கு கேடு. உன்னை தகர்க்கணும் தான் solution.	severe_toxic
உன்னை காயப்படுத்தி தான் control பண்ண முடியும். இல்லனா புரியாது.	severe_toxic
நீ உலகத்துக்கு ஆபத்து. உன்னை இல்லாம பண்ணினா தான் safe.	severe_toxic
உன்னை பார்த்தாலே rage வருகிறது. ஒருநாள் அது explode ஆகும்.	severe_toxic
நீ வாழ தகுதியற்றவன். உன் existence unnecessary.	severe_toxic
உன்னை அடிக்கணும் என்று மனசு சொல்லுது. கட்டுப்படுத்திக்கிட்டு இருக்கேன்.	severe_toxic
நீ இல்லாமல் போனால் பலருக்கு நல்லது நடக்கும். அது fact.	severe_toxic
உன்ன மாதிரி ஆளை தண்டிக்கணும். இல்லனா repeat ஆகும்.	severe_toxic
நீ societyக்கு poison மாதிரி. remove பண்ணினா தான் safe.	severe_toxic
உன்னை காயப்படுத்தாம விட்டா நீ lesson கற்றுக்கொள்ள மாட்டே.	severe_toxic
நீ மனித குலத்துக்கு threat. உன்னை ஒழிக்கணும் தான் justice.	severe_toxic
உன்னை பார்த்தாலே strike பண்ணணும் போல இருக்கு. control செய்ய முடியல.	severe_toxic
நீ உலகத்துக்கு unnecessary burden. இல்லாம இருந்தா நல்லது.	severe_toxic
உன்னை இல்லாம பண்ணினா தான் damage நிற்கும்.	severe_toxic
நீ உயிரோட இருப்பது societyக்கு danger. remove பண்ணணும்.	severe_toxic
உன்னை காயப்படுத்தி தான் warning கொடுக்க முடியும்.	severe_toxic
நீ மனிதன் இல்லை. உன்ன மாதிரி ஆளை eliminate பண்ணணும்.	severe_toxic
உன்னை பார்த்தாலே anger peak ஆகுது. ஒருநாள் அது control மீறி போகும்.	severe_toxic
நீ worldக்கு problem. உன்னை இல்லாம பண்ணினா தான் solve.	severe_toxic
உன்னை அடிக்கணும் என்று தோன்றுகிறது. இதை ignore பண்ணாதே.	severe_toxic
நீ வாழ தகுதி இல்லாதவன் போல இருக்கிறாய். remove பண்ணினா தான் peace.	severe_toxic
உன்னை பார்த்தாலே destroy பண்ணணும் போல இருக்கு.	severe_toxic
நீ societyக்கு harmful element. eliminate பண்ணினா தான் safe.	severe_toxic
உன்னை இல்லாம பண்ணினா தான் future safe இருக்கும்.	severe_toxic
நீ existence itself mistake. correct பண்ணணும்.	severe_toxic
உன்னை காயப்படுத்தி தான் justice கிடைக்கும்.	severe_toxic
நீ மனித குலத்துக்கு burden. remove பண்ணினா தான் relief.	severe_toxic
உன்னை பார்த்தாலே violent thoughts வருகிறது.	severe_toxic
நீ இல்லாம போனால் தான் society breathe பண்ணும்.	severe_toxic
உன்னை eliminate பண்ணணும் தான் solution.	severe_toxic
நீ worldக்கு threat. stop பண்ணணும்.	severe_toxic
உன்னை காயப்படுத்தாம விட்டா damage தொடரும்.	severe_toxic
நீ societyக்கு toxic waste மாதிரி. remove பண்ணணும்.	severe_toxic
உன்னை destroy பண்ணினா தான் balance வரும்.	severe_toxic
நீ மனிதர் இல்லை, problem. eliminate பண்ணணும்.	severe_toxic
உன்னை பார்த்தாலே attack பண்ணணும் போல இருக்கு.	severe_toxic
நீ worldக்கு unnecessary element. remove பண்ணணும்.	severe_toxic
உன்னை இல்லாம பண்ணினா தான் peace possible.	severe_toxic
நீ existence dangerous. eliminate பண்ணணும்.	severe_toxic
உன்னை காயப்படுத்தி தான் lesson கிடைக்கும்.	severe_toxic
நீ societyக்கு burden. remove பண்ணினா தான் relief.	severe_toxic
உன்னை பார்த்தாலே violence urge வருகிறது.	severe_toxic
நீ worldக்கு risk. eliminate பண்ணணும்.	severe_toxic
உன்னை destroy பண்ணினா தான் justice.	severe_toxic
நீ existence harmful. remove பண்ணணும்.	severe_toxic
உன்னை eliminate பண்ணணும். இல்லனா damage நிற்காது.	severe_toxic
நீ societyக்கு threat. remove பண்ணினா தான் safe.	severe_toxic
உன்னை இல்லாம பண்ணினா தான் balance வரும்.	severe_toxic
நீ worldக்கு unnecessary. eliminate பண்ணணும்.	severe_toxic
உன்னை பார்த்தாலே வெறுப்பு அதிகமாகிறது. ஒருநாள் நேரில் சந்தித்தால் கடுமையாக பாதிப்பேன். இதை எச்சரிக்கையாக எடுத்துக்கொள்.	severe_toxic
நீ இந்த உலகத்துக்கு ஆபத்து. உன்னை இல்லாமல் பண்ணினால்தான் மற்றவர்களுக்கு பாதுகாப்பு இருக்கும். இது நியாயமான தீர்வு.	severe_toxic
உன்ன மாதிரி ஆள் இருந்தால் பிரச்சனை தான் வரும். உன்னை ஒழித்தால்தான் அமைதி கிடைக்கும். அதுதான் சரியான முடிவு.	severe_toxic
நீ மனித குலத்துக்கு கேடு. உன்னை தகர்க்க யாராவது முன் வரவேண்டும். இல்லையெனில் இழப்பு தொடரும்.	severe_toxic
உன்னை காயப்படுத்தாமல் விட்டால் நீ மாற மாட்டே. கடுமையாக எதிர்கொள்ள வேண்டிய நிலை வரும்.	severe_toxic
நீ வாழ தகுதியற்றவன். உன் existence முடிந்தால் பலருக்கும் நிம்மதி கிடைக்கும். இதை உணர்ந்து கொள்.	severe_toxic
உன்னை பார்த்தால் கோபம் கட்டுப்படுத்த முடியவில்லை. ஒருநாள் அது வன்முறையாக மாறும். அதற்குள் கவனமாக இரு.	severe_toxic
நீ societyக்கு ஒரு ஆபத்தான நபர். உன்னை இல்லாமல் பண்ணினால் தான் பிரச்சனை நிற்கும். இது தெளிவான உண்மை.	severe_toxic
உன் presence itself ஒரு விபத்து மாதிரி. அதை நிறுத்த யாராவது நடவடிக்கை எடுக்க வேண்டும்.	severe_toxic
நீ உலகத்துக்கு தேவையில்லாதவன். உன்னை eliminate பண்ணினால்தான் balance திரும்பும். இதை நினைவில் வை.	severe_toxic
